400837,1778023606,H,7201,9401_N,9401_5,9401_50,9401_95,9402_N,9402_5,9402_50,9402_95,9403_N,9403_5,9403_50,9403_95,9404_N,9404_5,9404_50,9404_95,9405_N,9405_5,9405_50,9405_95,9406_N,9406_5,9406_50,9406_95,9407_N,9407_5,9407_50,9407_95,9408_N,9408_5,9408_50,9408_95,9409_N,9409_5,9409_50,9409_95,9410_N,9410_5,9410_50,9410_95,9411_N,9411_5,9411_50,9411_95,9412_N,9412_5,9412_50,9412_95,9413_N,9413_5,9413_50,9413_95,9414_N,9414_5,9414_50,9414_95,9415_N,9415_5,9415_50,9415_95,9416_N,9416_5,9416_50,9416_95,9417_N,9417_5,9417_50,9417_95,9418_N,9418_5,9418_50,9418_95,9419_N,9419_5,9419_50,9419_95,16000_N,16000_5,16000_50,16000_95,16001_N,16001_5,16001_50,16001_95,16002_N,16002_5,16002_50,16002_95,16003_N,16003_5,16003_50,16003_95,16004_N,16004_5,16004_50,16004_95,16005_N,16005_5,16005_50,16005_95,16006_N,16006_5,16006_50,16006_95,16007_N,16007_5,16007_50,16007_95,16008_N,16008_5,16008_50,16008_95,16009_N,16009_5,16009_50,16009_95,16010_N,16010_5,16010_50,16010_95,16011_N,16011_5,16011_50,16011_95,16012_N,16012_5,16012_50,16012_95,16013_N,16013_5,16013_50,16013_95,16014_N,16014_5,16014_50,16014_95,16015_N,16015_5,16015_50,16015_95,16016_N,16016_5,16016_50,16016_95,16017_N,16017_5,16017_50,16017_95,16018_N,16018_5,16018_50,16018_95,9420_N,9420_5,9420_50,9420_95,9421_N,9421_5,9421_50,9421_95,9422_N,9422_5,9422_50,9422_95,9423_N,9423_5,9423_50,9423_95,17923
400838,1778023607,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,41203
400839,1778023906,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,9,1200,7,7,8,1200,-23,-20,-18,1200,0,205,335,1200,32,37,44,1200,21,25,26,1200,28,30,33,1200,100,100,100,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,100,100,100,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99161,99305,99449,1200,3472,3491,3491,1200,7153,7724,8518,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17471,18625,20566,1200,967,1048,1218,1200,873,2513,3893,1200,-1877,-94,1386,1200,87,269,448,1200,0,2,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3101,3101,3101,1200,3035,3036,3036,1200,3048,3048,3048,1200,3,16,18,1200,1,24,31,0,NA,NA,NA,1200,8,8,8,31207
400840,1778023907,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,13745
400841,1778024017,M,7204,1,1,1,1,0,1,1,0,0,0,0,3101,0,0,3036,0,0,3047,16324,4083,4078,4078,4085,1,45662
400842,1778024206,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,9,1200,7,8,8,1200,-23,-20,-18,1200,0,220,338,1200,34,39,46,1200,16,22,26,1200,29,31,34,1200,100,100,100,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,100,100,100,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99161,99305,99493,1200,3472,3472,3491,1200,7186,7867,8770,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17451,18698,20748,1200,965,1053,1232,1200,802,2563,4007,1200,-2078,-94,1454,1200,77,274,463,1200,0,2,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3101,3101,3101,1200,3036,3036,3036,1200,3047,3047,3048,1200,3,17,19,1200,1,26,34,0,NA,NA,NA,1200,8,8,8,57966
400843,1778024207,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,17967
400844,1778024506,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,10,1200,7,7,8,1200,-24,-19,-16,1200,0,238,430,1200,34,42,116,1200,20,25,31,1200,28,29,34,1200,99,99,100,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,100,100,100,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99161,99305,99449,1200,3453,3472,3491,1200,7028,7420,8856,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17260,18453,20650,1200,950,1034,1224,1200,623,2404,3962,1200,-2121,-113,1532,1200,64,256,455,1200,0,2,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3101,3101,3101,1200,3035,3035,3036,1200,3046,3047,3047,1200,3,18,22,1200,1,26,32,0,NA,NA,NA,1200,8,8,8,62490
400845,1778024507,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,13237
400846,1778024806,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,10,1200,7,8,8,1200,-22,-20,-16,1200,0,241,350,1200,38,42,51,1200,17,21,26,1200,28,29,33,1200,99,100,100,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,100,100,100,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99161,99305,99493,1200,3453,3472,3491,1200,7130,7371,8438,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17273,18443,20692,1200,950,1033,1227,1200,699,2405,3961,1200,-2083,-92,1516,1200,67,255,455,1200,0,2,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3101,3101,3101,1200,3035,3035,3036,1200,3046,3046,3046,1200,3,18,21,1200,1,27,32,0,NA,NA,NA,1200,8,8,8,26026
400847,1778024807,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,28232
