387903,1776515315,H,7201,9401_N,9401_5,9401_50,9401_95,9402_N,9402_5,9402_50,9402_95,9403_N,9403_5,9403_50,9403_95,9404_N,9404_5,9404_50,9404_95,9405_N,9405_5,9405_50,9405_95,9406_N,9406_5,9406_50,9406_95,9407_N,9407_5,9407_50,9407_95,9408_N,9408_5,9408_50,9408_95,9409_N,9409_5,9409_50,9409_95,9410_N,9410_5,9410_50,9410_95,9411_N,9411_5,9411_50,9411_95,9412_N,9412_5,9412_50,9412_95,9413_N,9413_5,9413_50,9413_95,9414_N,9414_5,9414_50,9414_95,9415_N,9415_5,9415_50,9415_95,9416_N,9416_5,9416_50,9416_95,9417_N,9417_5,9417_50,9417_95,9418_N,9418_5,9418_50,9418_95,9419_N,9419_5,9419_50,9419_95,16000_N,16000_5,16000_50,16000_95,16001_N,16001_5,16001_50,16001_95,16002_N,16002_5,16002_50,16002_95,16003_N,16003_5,16003_50,16003_95,16004_N,16004_5,16004_50,16004_95,16005_N,16005_5,16005_50,16005_95,16006_N,16006_5,16006_50,16006_95,16007_N,16007_5,16007_50,16007_95,16008_N,16008_5,16008_50,16008_95,16009_N,16009_5,16009_50,16009_95,16010_N,16010_5,16010_50,16010_95,16011_N,16011_5,16011_50,16011_95,16012_N,16012_5,16012_50,16012_95,16013_N,16013_5,16013_50,16013_95,16014_N,16014_5,16014_50,16014_95,16015_N,16015_5,16015_50,16015_95,16016_N,16016_5,16016_50,16016_95,16017_N,16017_5,16017_50,16017_95,16018_N,16018_5,16018_50,16018_95,9420_N,9420_5,9420_50,9420_95,9421_N,9421_5,9421_50,9421_95,9422_N,9422_5,9422_50,9422_95,9423_N,9423_5,9423_50,9423_95,54748
387904,1776515315,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,62690
387905,1776515349,E,6000,68,1540,1695,-1,5,51519
387906,1776515350,E,6028,68,-1,21472
387907,1776515613,E,6000,68,1540,1755,-1,5,56985
387908,1776515614,E,6028,68,-1,61794
387909,1776515615,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,11,1200,6,7,8,1200,-42,-26,-16,1200,0,10,2001,1200,37,109,179,1200,18,24,31,1200,24,30,52,1200,99,99,100,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,97,97,97,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99417,99561,99605,1200,3379,3397,3416,1200,5999,8926,14549,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17253,18569,21855,1200,955,1054,1315,1200,805,2480,4910,1200,-3730,-689,2665,1200,80,264,586,1200,0,1,4,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3094,3094,3094,1200,3031,3032,3032,1200,3039,3039,3040,1200,4,17,45,1200,-6,11,52,0,NA,NA,NA,1200,8,8,8,17629
387910,1776515615,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,13509
387911,1776515915,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,11,1200,7,7,8,1200,-43,-23,-16,1200,0,10,2001,1200,33,71,198,1200,18,23,33,1200,24,31,50,1200,97,98,99,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,97,97,97,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99417,99561,99605,1200,3379,3397,3416,1200,6047,8439,14833,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17255,18739,21485,1200,948,1070,1296,1200,845,2622,4649,1200,-3089,-347,2166,1200,87,282,563,1200,0,2,4,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3094,3094,3094,1200,3031,3031,3031,1200,3039,3039,3040,1200,4,15,45,1200,-8,14,52,0,NA,NA,NA,1200,8,8,8,30837
387912,1776515915,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,53599
387913,1776515965,E,6000,68,1540,1711,-1,5,04360
387914,1776515967,E,6028,68,-1,14443
387915,1776516215,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,10,1200,7,7,8,1200,-23,-18,-15,1200,0,91,518,1200,27,44,116,1200,18,27,33,1200,25,31,43,1200,97,99,100,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,97,97,97,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99417,99561,99605,1200,3379,3397,3416,1200,6439,7968,10926,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17388,18658,20944,1200,959,1062,1259,1200,1131,2595,4188,1200,-2069,-136,1649,1200,109,278,495,1200,0,2,3,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3094,3094,3094,1200,3031,3031,3031,1200,3039,3039,3040,1200,4,14,28,1200,2,18,31,0,NA,NA,NA,1200,8,8,8,45155
387916,1776516215,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,50225
387917,1776516255,M,7204,1,1,1,1,0,0,1,0,0,0,0,3094,0,0,3031,0,0,3040,16212,4057,4048,4048,4059,1,36502
387918,1776516515,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,9,1200,6,7,8,1200,-50,-21,-14,1200,0,26,580,1200,9,37,64,1200,17,26,34,1200,21,34,46,1200,100,100,100,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,97,97,97,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99417,99561,99649,1200,3397,3416,3435,1200,5820,9218,12348,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17331,19270,20654,1200,958,1116,1235,1200,1046,2969,4062,1200,-2070,-155,1452,1200,106,326,470,1200,0,1,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3094,3094,3094,1200,3031,3031,3031,1200,3039,3039,3040,1200,3,12,30,1200,-3,13,42,0,NA,NA,NA,1200,8,8,8,40500
387919,1776516515,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,36464
387920,1776516531,E,6000,68,1540,1656,-1,5,17953
387921,1776516533,E,6028,68,-1,19912
387922,1776516779,E,6000,68,1540,1575,-1,5,11739
387923,1776516783,E,6028,68,-1,56615
387924,1776516815,M,7201,1200,7,8,9,1200,8,8,8,1200,8,9,11,1200,6,7,8,1200,-36,-26,-18,1200,0,85,1461,1200,19,72,142,1200,16,20,31,1200,27,34,54,1200,98,98,100,0,NA,NA,NA,0,NA,NA,NA,1200,101,101,101,1200,101,101,101,1200,101,101,101,1200,97,97,97,1200,100,100,100,1200,100,100,100,1200,0,0,0,1200,99417,99561,99649,1200,3397,3416,3435,1200,7438,9006,15155,1200,208,208,208,0,NA,NA,NA,0,NA,NA,NA,1200,17830,19149,22297,1200,1005,1107,1375,1200,1501,2860,5105,1200,-2952,-369,2455,1200,151,310,623,1200,0,2,5,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1200,3094,3094,3094,1200,3031,3031,3031,1200,3039,3039,3040,1200,3,11,41,1200,-8,16,51,0,NA,NA,NA,1200,8,8,8,65325
387925,1776516815,M,7205,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,5,26207
387926,1776516825,E,6000,68,1540,1589,-1,5,18742
387927,1776516827,E,6028,68,-1,29441
